codigo_nacional,codigo_dcp,nombre_del_medicamento,ficha_tecnica,sustancias_activas,codigo_atc,dosis_y_como_tomar,receta,generico,laboratorio,para_que_se_utiliza,efectos_adversos_y_interacciones
621086,324606008,CIPROFLOXACINO ARISTO 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,https://cima.aemps.es/cima/pdfs/es/ft/63143/63143_ft.pdf,ciprofloxacino,J01MA02,VÍA ORAL  (Ciprofloxacino 500 mg comprimido),SI,SI,ARISTO PHARMA IBERIA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63143/63143_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63143/63143_ft.pdf
621102,67811000140101,VIAFLO HARTMANN (RINGER LACTADA) SOLUCION  PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/65353/65353_ft.pdf,solución de Ringer lactato,B05BB01,"VÍA INTRAVENOSA  (Ringer lactato (Sodio cloruro/Potasio cloruro/Calcio cloruro/Sodio lactato) 6 mg/ml + (0,3-0,4) mg/ml + (0,2-0,27) mg/ml + (3-3,29) mg/ml inyectable perfusión 500 ml)",SI,NO,BAXTER S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65353/65353_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65353/65353_ft.pdf
621110,67881000140109,VIAFLO HARTMANN (RINGER LACTADA) SOLUCION  PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/65353/65353_ft.pdf,solución de Ringer lactato,B05BB01,"VÍA INTRAVENOSA  (Ringer lactato (Sodio cloruro/Potasio cloruro/Calcio cloruro/Sodio lactato) 6 mg/ml + (0,3-0,4) mg/ml + (0,2-0,27) mg/ml + (3-3,29) mg/ml inyectable perfusión 1.000 ml)",SI,NO,BAXTER S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65353/65353_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65353/65353_ft.pdf
621136,323090003,FENITOINA ALTAN 50 MG/ ML SOLUCION INYECTABLE,https://cima.aemps.es/cima/pdfs/es/ft/65372/65372_ft.pdf,fenitoína,N03AB02,VÍA INTRAVENOSA  (Fenitoína 250 mg inyectable 5 ml),SI,NO,ALTAN PHARMACEUTICALS SA,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65372/65372_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65372/65372_ft.pdf
621185,410927009,ZOFRAN  ZYDIS 4 mg LIOFILIZADO ORAL,https://cima.aemps.es/cima/pdfs/es/ft/62944/62944_ft.pdf,ondansetrón,A04AA01,VÍA ORAL  (Ondansetrón 4 mg comprimido bucodispersable/liotab),SI,NO,BEXAL FARMACEUTICA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62944/62944_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62944/62944_ft.pdf
621193,410928004,ZOFRAN  ZYDIS 8 mg LIOFILIZADO ORAL,https://cima.aemps.es/cima/pdfs/es/ft/62945/62945_ft.pdf,ondansetrón,A04AA01,VÍA ORAL  (Ondansetrón 8 mg comprimido bucodispersable/liotab),SI,NO,BEXAL FARMACEUTICA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62945/62945_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62945/62945_ft.pdf
621243,318782008,DOXAZOSINA VIR 2 mg COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/63153/63153_ft.pdf,doxazosina,C02CA04,VÍA ORAL  (Doxazosina 2 mg comprimido),SI,SI,INDUSTRIA QUIMICA Y FARMACEUTICA VIR S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63153/63153_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63153/63153_ft.pdf
621250,318783003,DOXAZOSINA VIR 4 mg COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/63154/63154_ft.pdf,doxazosina,C02CA04,VÍA ORAL  (Doxazosina 4 mg comprimido),SI,SI,INDUSTRIA QUIMICA Y FARMACEUTICA VIR S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63154/63154_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63154/63154_ft.pdf
621268,324621002,NORFLOXACINO NORMON  400 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,https://cima.aemps.es/cima/pdfs/es/ft/63159/63159_ft.pdf,norfloxacino,J01MA06,VÍA ORAL  (Norfloxacino 400 mg comprimido),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63159/63159_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63159/63159_ft.pdf
621276,319440003,PENTOXIFILINA VIR 400 mg COMPRIMIDOS DE LIBERACION PROLONGADA EFG,https://cima.aemps.es/cima/pdfs/es/ft/63163/63163_ft.pdf,pentoxifilina,C04AD03,VÍA ORAL  (Pentoxifilina 400 mg comprimido liberación modificada),SI,SI,INDUSTRIA QUIMICA Y FARMACEUTICA VIR S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63163/63163_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63163/63163_ft.pdf
621292,109411000140100,VIAFLO HARTMANN (RINGER LACTADA) EN GLUCOSA  5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/65352/65352_ft.pdf,solución de Ringer lactato + dextrosa,B05BB01,VÍA INTRAVENOSA  (Solución Ringer lactato/Glucosa 5% (producto combinado) inyectable perfusión 500 ml),SI,NO,BAXTER S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65352/65352_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65352/65352_ft.pdf
621326,377262008,"PARAPRES PLUS 16 mg/12,5 mg COMPRIMIDOS",https://cima.aemps.es/cima/pdfs/es/ft/63175/63175_ft.pdf,candesartán + hidroclorotiazida,C09DA06,"VÍA ORAL  (Candesartán/Hidroclorotiazida 16 mg/12,5 mg comprimido)",SI,NO,ALMIRALL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63175/63175_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63175/63175_ft.pdf
621441,68521000140106,ADDAMEL SOLUCION INYECTABLE,https://cima.aemps.es/cima/pdfs/es/ft/61481/61481_ft.pdf,suplemento parenteral de oligoelementos,B05XA30,VÍA INTRAVENOSA  (Suplemento parenteral de oligoelementos),SI,NO,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/61481/61481_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/61481/61481_ft.pdf
621458,92981000140100,"EMULIQUEN SIMPLE 7.173,9 mg EMULSION ORAL EN SOBRES",https://cima.aemps.es/cima/pdfs/es/ft/62034/62034_ft.pdf,parafina liquida,A06AA01,"VÍA ORAL  (Parafina líquida 7,17 g solución/suspensión oral sobre)",NO,NO,LAINCO S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62034/62034_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62034/62034_ft.pdf
621524,374071002,MANITOL MEIN 20% solución para perfusión,https://cima.aemps.es/cima/pdfs/es/ft/42569/42569_ft.pdf,manitol,B05BC01,VÍA INTRAVENOSA  (Manitol 20% inyectable perfusión 500 ml),SI,NO,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/42569/42569_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/42569/42569_ft.pdf
621532,67641000140103,MANITOL MEIN 20% solución para perfusión,https://cima.aemps.es/cima/pdfs/es/ft/42569/42569_ft.pdf,manitol,B05BC01,VÍA INTRAVENOSA  (Manitol 20% inyectable perfusión 250 ml),SI,NO,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/42569/42569_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/42569/42569_ft.pdf
621540,67731000140104,"SUERO FISIOLOGICO VITULIA 0,9% SOLUCION PARA PERFUSION",https://cima.aemps.es/cima/pdfs/es/ft/41671/41671_ft.pdf,sodio cloruro,B05BB91,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 250 ml)",SI,NO,LABORATORIOS ERN S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/41671/41671_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/41671/41671_ft.pdf
621607,81011000140103,SUGIRAN 20 microgramos POLVO PARA SOLUCIÓN PARA PERFUSIÓN,https://cima.aemps.es/cima/pdfs/es/ft/61150/61150_ft.pdf,alprostadil,C01EA01,VÍA INTRAVENOSA  (Alprostadil 20 microgramos inyectable perfusión),SI,NO,ESTEVE PHARMACEUTICALS S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/61150/61150_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/61150/61150_ft.pdf
621615,67581000140106,MANITOL MEIN 10% solución para perfusión,https://cima.aemps.es/cima/pdfs/es/ft/42568/42568_ft.pdf,manitol,B05BC01,VÍA INTRAVENOSA  (Manitol 10% inyectable perfusión 500 ml),SI,SI,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/42568/42568_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/42568/42568_ft.pdf
621656,375924003,MIDAZOLAM SALA 5mg/5ml SOLUCION INYECTABLE EFG,https://cima.aemps.es/cima/pdfs/es/ft/65374/65374_ft.pdf,midazolam,N05CD08,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA, VÍA RECTAL  (Midazolam 5 mg inyectable 5 ml)",SI,SI,"LABORATORIOS REIG JOFRE, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65374/65374_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65374/65374_ft.pdf
621664,104671000140109,CAPROAMIN FIDES 4 g SOLUCION INYECTABLE,https://cima.aemps.es/cima/pdfs/es/ft/39430/39430_ft.pdf,ácido aminocaproico,B02AA01,"VÍA INTRAVENOSA, VÍA ORAL  (Ácido aminocaproico 4.000 mg inyectable 10 ml)",SI,NO,ROTTAPHARM S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39430/39430_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39430/39430_ft.pdf
621680,67831000140108,VIAFLO RINGER SOLUCION PARA PERFUSION INTRAVENOSA,https://cima.aemps.es/cima/pdfs/es/ft/65354/65354_ft.pdf,solución de Ringer,B05BB01,"VÍA INTRAVENOSA  (Ringer (Sodio cloruro/Potasio cloruro/Calcio cloruro) 8,6 mg/ml + 0,3 mg/ml + 0,25-0,33 mg/ml inyectable perfusión 500 ml)",SI,NO,BAXTER S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65354/65354_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65354/65354_ft.pdf
621722,44401000140103,CEFOTAXIMA GENERIS 1 g POLVO PARA SOLUCION INYECTABLE IM EFG,https://cima.aemps.es/cima/pdfs/es/ft/63927/63927_ft.pdf,cefotaxima,J01DD01,VÍA INTRAMUSCULAR  (Cefotaxima 1.000 mg inyectable IM),SI,SI,"GENERIS FARMACÉUTICA, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63927/63927_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63927/63927_ft.pdf
621805,329654002,IBUPROFENO TARBIS FARMA  600 mg COMPRIMIDOS,https://cima.aemps.es/cima/pdfs/es/ft/65818/65818_ft.pdf,ibuprofeno,M01AE01,VÍA ORAL  (Ibuprofeno 600 mg comprimido),SI,NO,TARBIS FARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65818/65818_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65818/65818_ft.pdf
621904,134456001,CARDURAN NEO 4 mg COMPRIMIDOS DE LIBERACION MODIFICADA,https://cima.aemps.es/cima/pdfs/es/ft/62655/62655_ft.pdf,doxazosina,C02CA04,VÍA ORAL  (Doxazosina 4 mg comprimido liberación modificada),SI,NO,VIATRIS HEALTHCARE LIMITED,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62655/62655_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62655/62655_ft.pdf
621920,406330009,CLORURO SODICO SERRA PAMIES 9 mg/ml DISOLVENTE PARA USO PARENTERAL,https://cima.aemps.es/cima/pdfs/es/ft/62283/62283_ft.pdf,sodio cloruro,B05BB01,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA, VÍA SUBCUTÁNEA  (Sodio cloruro 0,9% inyectable 10 ml)",SI,NO,LABORATORIOS SERRA PAMIES S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62283/62283_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62283/62283_ft.pdf
622100,40381000140109,AMCHAFIBRIN 500 mg SOLUCION INYECTABLE,https://cima.aemps.es/cima/pdfs/es/ft/53939/53939_ft.pdf,ácido tranexámico,B02AA02,VÍA INTRAVENOSA  (Ácido tranexámico 500 mg inyectable 5 ml),SI,NO,MEDA PHARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/53939/53939_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/53939/53939_ft.pdf
622266,408598006,GELOCATIL 1 g SOLUCION ORAL,https://cima.aemps.es/cima/pdfs/es/ft/65338/65338_ft.pdf,paracetamol,N02BE01,VÍA ORAL  (Paracetamol 1.000 mg solución/suspensión oral sobre),NO,NO,FERRER INTERNACIONAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65338/65338_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65338/65338_ft.pdf
622290,67771000140101,BICARBONATO SODICO 1/6 M BRAUN SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/47517/47517_ft.pdf,sodio bicarbonato,B05XA02,"VÍA INTRAVENOSA  (Sodio bicarbonato 1,4% (1/6 M) inyectable perfusión 250 ml)",SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/47517/47517_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/47517/47517_ft.pdf
622324,66361000140106,GLUCOSADO 5% BRAUN SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/39004/39004_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 5% inyectable perfusión 500 ml),SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39004/39004_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39004/39004_ft.pdf
622332,66761000140107,GLUCOSADO BRAUN 10% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/41755/41755_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 10% inyectable perfusión 500 ml),SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/41755/41755_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/41755/41755_ft.pdf
622365,67591000140109,OSMOFUNDINA 10% SOLUCIÓN PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/43559/43559_ft.pdf,manitol,B05BC01,VÍA INTRAVENOSA  (Manitol 10% inyectable perfusión 250 ml),SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/43559/43559_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/43559/43559_ft.pdf
622373,67641000140103,OSMOFUNDINA CONCENTRADA 20% SOLUCIÓN PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/43560/43560_ft.pdf,manitol,B05BC01,VÍA INTRAVENOSA  (Manitol 20% inyectable perfusión 250 ml),SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/43560/43560_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/43560/43560_ft.pdf
622415,66091000140100,"FISIOLOGICO B. BRAUN 0,9% SOLUCION PARA PERFUSION",https://cima.aemps.es/cima/pdfs/es/ft/39005/39005_ft.pdf,sodio cloruro,B05BB91,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 500 ml)",SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39005/39005_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39005/39005_ft.pdf
622431,67001000140105,GLUCOSALINO HIPOSODICO BRAUN,https://cima.aemps.es/cima/pdfs/es/ft/47338/47338_ft.pdf,glucosa + sodio cloruro,B05BB92,"VÍA INTRAVENOSA  (Glucosa 5%/Sodio cloruro 0,3% inyectable perfusión 500 ml)",SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/47338/47338_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/47338/47338_ft.pdf
622456,67411000140104,ESTEROFUNDINA SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/47336/47336_ft.pdf,multicomponente,B05BB01,VÍA INTRAVENOSA  (Soluciones que afectan al equilibrio electrolítico),SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/47336/47336_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/47336/47336_ft.pdf
622464,67411000140104,ESTEROFUNDINA CON GLUCOSA 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/41756/41756_ft.pdf,multicomponente,B05BB02,VÍA INTRAVENOSA  (Soluciones que afectan al equilibrio electrolítico),SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/41756/41756_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/41756/41756_ft.pdf
622480,67411000140104,ESTEROFUNDINA DE BALANCE SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/47059/47059_ft.pdf,multicomponente,B05BB02,VÍA INTRAVENOSA  (Soluciones que afectan al equilibrio electrolítico),SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/47059/47059_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/47059/47059_ft.pdf
622555,67811000140101,SOLUCION LACTATO DE RINGER HARTMANN BRAUN SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/39000/39000_ft.pdf,solución de Ringer lactato,B05BB01,"VÍA INTRAVENOSA  (Ringer lactato (Sodio cloruro/Potasio cloruro/Calcio cloruro/Sodio lactato) 6 mg/ml + (0,3-0,4) mg/ml + (0,2-0,27) mg/ml + (3-3,29) mg/ml inyectable perfusión 500 ml)",SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39000/39000_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39000/39000_ft.pdf
622589,66941000140106,GLUCOSALINO BRAUN 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/39002/39002_ft.pdf,glucosa + sodio cloruro,B05BB92,"VÍA INTRAVENOSA  (Glucosa 5%/Sodio cloruro 0,9% inyectable perfusión 500 ml)",SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39002/39002_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39002/39002_ft.pdf
622597,66111000140105,"FISIOLOGICO B. BRAUN 0,9% SOLUCION PARA PERFUSION",https://cima.aemps.es/cima/pdfs/es/ft/39005/39005_ft.pdf,sodio cloruro,B05BB91,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 1.000 ml)",SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39005/39005_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39005/39005_ft.pdf
622613,66351000140109,GLUCOSADO 5% BRAUN SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/39004/39004_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 5% inyectable perfusión 250 ml),SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39004/39004_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39004/39004_ft.pdf
622621,66371000140103,GLUCOSADO 5% BRAUN SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/39004/39004_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 5% inyectable perfusión 1.000 ml),SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39004/39004_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39004/39004_ft.pdf
622639,66601000140103,GLUCOSALINO BRAUN 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/39002/39002_ft.pdf,glucosa + sodio cloruro,B05BB92,"VÍA INTRAVENOSA  (Glucosa 5%/Sodio cloruro 0,9% inyectable perfusión 250 ml)",SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39002/39002_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39002/39002_ft.pdf
622647,67111000140107,GLUCOSALINO BRAUN 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/39002/39002_ft.pdf,glucosa + sodio cloruro,B05BB92,"VÍA INTRAVENOSA  (Glucosa 5%/Sodio cloruro 0,9% inyectable perfusión 1.000 ml)",SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39002/39002_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39002/39002_ft.pdf
622654,66431000140109,GLUCOSADO BRAUN 10% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/41755/41755_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 10% inyectable perfusión 250 ml),SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/41755/41755_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/41755/41755_ft.pdf
622670,67881000140109,SOLUCION LACTATO DE RINGER HARTMANN BRAUN SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/39000/39000_ft.pdf,solución de Ringer lactato,B05BB01,"VÍA INTRAVENOSA  (Ringer lactato (Sodio cloruro/Potasio cloruro/Calcio cloruro/Sodio lactato) 6 mg/ml + (0,3-0,4) mg/ml + (0,2-0,27) mg/ml + (3-3,29) mg/ml inyectable perfusión 1.000 ml)",SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39000/39000_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39000/39000_ft.pdf
622779,67581000140106,OSMOFUNDINA 10% SOLUCIÓN PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/43559/43559_ft.pdf,manitol,B05BC01,VÍA INTRAVENOSA  (Manitol 10% inyectable perfusión 500 ml),SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/43559/43559_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/43559/43559_ft.pdf
622787,374071002,OSMOFUNDINA CONCENTRADA 20% SOLUCIÓN PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/43560/43560_ft.pdf,manitol,B05BC01,VÍA INTRAVENOSA  (Manitol 20% inyectable perfusión 500 ml),SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/43560/43560_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/43560/43560_ft.pdf
622845,317291008,DOLINTOL 20 mg CÁPSULAS DURAS GASTRORRESISTENTES EFG,https://cima.aemps.es/cima/pdfs/es/ft/65823/65823_ft.pdf,omeprazol,A02BC01,VÍA ORAL  (Omeprazol 20 mg cápsula),SI,SI,ABABOR PHARMACEUTICALS S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65823/65823_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65823/65823_ft.pdf
622910,66801000140102,GLUCOSA B.BRAUN 40% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/39946/39946_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 40% inyectable perfusión 500 ml),SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39946/39946_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39946/39946_ft.pdf
622928,66071000140101,"FISIOLOGICO B. BRAUN 0,9% SOLUCION PARA PERFUSION",https://cima.aemps.es/cima/pdfs/es/ft/39005/39005_ft.pdf,sodio cloruro,B05BB91,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 50 ml)",SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39005/39005_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39005/39005_ft.pdf
622944,66581000140109,GLUCOSALINO ISOTONICO BRAUN,https://cima.aemps.es/cima/pdfs/es/ft/39858/39858_ft.pdf,glucosa + sodio cloruro,B05BB92,"VÍA INTRAVENOSA  (Glucosa 3,6%/Sodio cloruro 0,3% inyectable perfusión 250 ml)",SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39858/39858_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/39858/39858_ft.pdf
